entity1,entity2,trigger_word,relation_type,sentences
lymedisease disease,borrelia,cause,Cause-Effect,"lyme disease causing borrelia burgdorferi has been reported in 10 19 of ixodes ticks from alberta , canada , where the tick vector ixodes scapularis is at the northwestern edge of its range . "
johne'sdisease disease,mycobacteriumavium avium,cause,Cause-Effect,"infectious animal diseases , such as johne's disease jd caused by mycobacterium avium paratuberculosis map and bovine tuberculosis btb caused by mycobacterium bovis , have been a challenge to the livestock industry globally , impacting negatively on animal , human and environmental health , and overall food security . "
johne'sdisease disease,mycobacteriumbovis bovis,cause,Cause-Effect,"infectious animal diseases , such as johne's disease jd caused by mycobacterium avium paratuberculosis map and bovine tuberculosis btb caused by mycobacterium bovis , have been a challenge to the livestock industry globally , impacting negatively on animal , human and environmental health , and overall food security . "
johne'sdisease disease,mycobacteriumbovis bovis,cause,Cause-Effect,"infectious animal diseases , such as johne's disease jd caused by mycobacterium avium paratuberculosis map and bovine tuberculosis btb caused by mycobacterium bovis , have been a challenge to the livestock industry globally , impacting negatively on animal , human and environmental health , and overall food security . "
paratuberculosis,mycobacteriumbovis bovis,cause,Cause-Effect,"infectious animal diseases , such as johne's disease jd caused by mycobacterium avium paratuberculosis map and bovine tuberculosis btb caused by mycobacterium bovis , have been a challenge to the livestock industry globally , impacting negatively on animal , human and environmental health , and overall food security . "
pediococcuspentosaceus pentosaceus,melanoma,show,Cause-Effect,"in a previous study the ferment obtained from unpolished black rice ubr fermented with a defined microbial starter de e11 , comprised of rhizopus oryzae , saccharomycopsis fibuligera , saccharomyces cerevisiae , and pediococcus pentosaceus , fermented ubr fubr showed a strong melanogenesis inhibition activity in b16f10 melanoma cells . "
rhizobium,mmnacl naclconditions conditions,improve,Cause-Effect,"this study was undertaken to investigate the efficiency of green compost c made from green waste , arbuscular mycorrhizal fungi m field sourced native consortium , and or rhizobium r a salt tolerant rhizobium strain individually or in combination as an effective strategy to improve alfalfa productivity under non saline and high saline 120 mm nacl conditions . "
rhizobium,mmnacl naclconditions conditions,improve,Cause-Effect,"this study was undertaken to investigate the efficiency of green compost c made from green waste , arbuscular mycorrhizal fungi m field sourced native consortium , and or rhizobium r a salt tolerant rhizobium strain individually or in combination as an effective strategy to improve alfalfa productivity under non saline and high saline 120 mm nacl conditions . "
rhizobium,mmnacl naclconditions conditions,improve,Cause-Effect,"this study was undertaken to investigate the efficiency of green compost c made from green waste , arbuscular mycorrhizal fungi m field sourced native consortium , and or rhizobium r a salt tolerant rhizobium strain individually or in combination as an effective strategy to improve alfalfa productivity under non saline and high saline 120 mm nacl conditions . "
streptococcussuis suis,streptococcaltoxic toxicshock shocksyndrome syndrome,lead,Cause-Effect,"streptococcus suis serotype 2 ss2 is a serious zoonotic pathogen it can lead to symptoms of streptococcal toxic shock syndrome stss in humans and sepsis in pigs , and poses a great threat to public health . "
lactobacilluscasei casei,asthma,induce,Cause-Effect,this study investigated the prophylactic effects of five lactobacillus casei strains on house dust mite hdm induced asthma in mice . 
escherichiacoli coli,diarrhea,cause,Cause-Effect,"enterotoxigenic escherichia coli etec infection is the most common cause of diarrhea in piglets , and etec could increase intestinal gamma aminobutyric acid gaba producing bacteria to affect intestinal immunity . "
salmonella,food,contribute,Cause-Effect,the high prevalence of salmonella fecal carriage and antimicrobial resistance may contribute to an increased risk of salmonella transmission to food . 
vcs,lactobacillus,correlate,Cause-Effect,seventy nine vcs were detected and strongly correlated with the dominant genus lactobacillus during suancai fermentation . 
deltamethrin,paracoccus,belong,Content-Container,"through morphological observation , physiological and biochemical identification and 16s rdna sequence analysis , we found that this strain belonged to paracoccus sp . "
lactobacillussalivarius salivarius,oralcancer cancer,show,Cause-Effect,"lactobacillus salivarius ls ren was isolated from centenarians living in bama of china , which showed an anticancer potent in animal model of oral cancer . "
wt,bifidobacterium,cause,Cause-Effect,"1 wt in diet for 8 weeks of tio2 e171 , 112 nm and tio2 nps 33 nm does not cause severe toxicity in mice , but significantly alters composition of gut microbiota , for example , increased abundance of firmicutes phylum and decreased abundance of bacteroidetes phylum and bifidobacterium and lactobacillus genera , which are accompanied by decreased cecal levels of short chain fatty acids . "
wt,bifidobacterium,decrease,Cause-Effect,"1 wt in diet for 8 weeks of tio2 e171 , 112 nm and tio2 nps 33 nm does not cause severe toxicity in mice , but significantly alters composition of gut microbiota , for example , increased abundance of firmicutes phylum and decreased abundance of bacteroidetes phylum and bifidobacterium and lactobacillus genera , which are accompanied by decreased cecal levels of short chain fatty acids . "
wt,lactobacillus,cause,Cause-Effect,"1 wt in diet for 8 weeks of tio2 e171 , 112 nm and tio2 nps 33 nm does not cause severe toxicity in mice , but significantly alters composition of gut microbiota , for example , increased abundance of firmicutes phylum and decreased abundance of bacteroidetes phylum and bifidobacterium and lactobacillus genera , which are accompanied by decreased cecal levels of short chain fatty acids . "
wt,lactobacillus,decrease,Cause-Effect,"1 wt in diet for 8 weeks of tio2 e171 , 112 nm and tio2 nps 33 nm does not cause severe toxicity in mice , but significantly alters composition of gut microbiota , for example , increased abundance of firmicutes phylum and decreased abundance of bacteroidetes phylum and bifidobacterium and lactobacillus genera , which are accompanied by decreased cecal levels of short chain fatty acids . "
pg,allobaculum,induce,Cause-Effect,"moreover , pg attenuated hfd induced changes in the gut microbiota it especially increased allobaculum 7 . "
pg,allobaculum,change,Cause-Effect,"moreover , pg attenuated hfd induced changes in the gut microbiota it especially increased allobaculum 7 . "
lactobacillus,polymicrobialovergrowth overgrowthcondition condition,contribute,Cause-Effect,dramatic shifts in vaginal microbial communities sometimes contribute to the presence of a polymicrobial overgrowth condition called bacterial vaginosis bv . 
lactobacillus,bacterialvaginosis vaginosisbv bv,contribute,Cause-Effect,dramatic shifts in vaginal microbial communities sometimes contribute to the presence of a polymicrobial overgrowth condition called bacterial vaginosis bv . 
lactobacillusrhamnosus rhamnosus,constipation,induce,Cause-Effect,"in this intervention study , lactobacillus rhamnosus strains isolated from five different sources were administered to mice with loperamide induced constipation , and the impacts of these strains on constipation related indicators were evaluated . "
vibrioparahaemolyticus parahaemolyticus,anemia,lead,Cause-Effect,"vibrio parahaemolyticus is a significant seafood borne pathogen , leading to serious acute gastrointestinal diseases worldwide . "
vibrioparahaemolyticus parahaemolyticus,seriousacute acutegastrointestinal gastrointestinaldiseases diseases,lead,Cause-Effect,"vibrio parahaemolyticus is a significant seafood borne pathogen , leading to serious acute gastrointestinal diseases worldwide . "
